,Unnamed: 0,lang,sensitive,retweet,reply,likes,quote,created,text,id,author_id
3875,3875,en,False,0,1,3,0,2021-12-05T02:17:50.000Z,zendaya was in dune for like 30 min...,1467317258343047168,249941411
2063,2063,en,False,3,3,21,0,2021-12-05T22:45:02.000Z,"Watching the 1984 Dune film and all I can think is… 

Horus Heresy movies please",1467626094153150464,771432260482498560
66,66,en,False,0,1,4,0,2021-12-06T23:14:32.000Z,Finally saw Dune in imax and it looks (and sounds) spectacular on a huge screen. It’s still in some theaters this week. Highly recommend!,1467995906419007490,111678148
6849,6849,en,False,0,2,1,0,2021-12-03T19:17:08.000Z,This is a surprisingly great list of games. Someone please buy me Dune Imperium and Sleeping Gods for Christmas tho. 🎅🏻🙏 https://t.co/eO4hyqQs5H,1466848997251989517,22748523
1180,1180,en,False,0,0,39,0,2021-12-06T10:31:43.000Z,Dune https://t.co/15LVYptuZ8,1467803936358760450,3319046354
8231,8231,en,False,0,0,2,0,2021-12-03T04:19:04.000Z,this is just dune https://t.co/WxR8ua2ldi,1466622991677235212,863052263723601920
5158,5158,en,False,0,0,4,0,2021-12-04T13:13:00.000Z,Can’t stop thinking about #Dune tbh.,1467119748341243906,1401107881
1845,1845,en,False,1,2,7,0,2021-12-06T00:58:26.000Z,"Alright, #Dune Dune was amazing. I saw it IMAX, and probably would have loved to read the story (perhaps still will!). 

I’m glad I’ve managed to (mostly) mentally block out the movie version from decades ago. Today’s version was a great reintroduction",1467659665232347139,1358312853858574336
2124,2124,en,False,0,0,0,0,2021-12-05T22:17:33.000Z,"BFF pointed out that the main character of Dune is a textbook Mary Sue but no one seems to care.

I wonder whyyyyyyyyyy.",1467619178647482368,1334914926213644289
1984,1984,en,False,0,0,4,0,2021-12-05T23:39:48.000Z,Little bonus with my DUNE @SFXmagazine -- 4 post cards and poster of 1984 David Lynch's DUNE. 💓😳💓 https://t.co/n3f29aiuHU,1467639876854161414,1399559981586919428
885,885,en,False,0,0,0,0,2021-12-06T15:06:52.000Z,What Accounts For The Lasting Appeal Of 'Dune'? https://t.co/moqW7tQTsv via @Digg https://t.co/zsWeE4PRJ0,1467873181109207042,1466080960752107523
6053,6053,en,False,0,0,0,0,2021-12-04T02:56:00.000Z,"What exactly is the #Metaverse? 🤨

@karaswisher is breaking it down the expectations versus the reality of it all and asks #Dune composer, @HansZimmer, what he thinks the Metaverse sounds like in the latest episode of @nytimes' show, 'Sway.' 
https://t.co/92ObH6AwIh",1466964475261726721,1327407821651054592
2516,2516,en,False,1,0,9,0,2021-12-05T18:31:44.000Z,"The latest update of best-selling movies of 2021 from North America Box office;

$ 224.5M #ShangChi
 $ 210.9M #Venom2 
$ 183.7M #BlackWidow
$ 173.0M #F9 
$ 160.1M #AQuietPlace2 
$ 159.4M #NoTimeToDie 
$ 156.5M #Eternals 
$ 121.6M #FreeGuy 
$ 117.0M #JungleCruise 
$ 104.6M #Dune",1467562346813997060,1022092129173221376
3515,3515,en,False,0,0,1,0,2021-12-05T05:44:41.000Z,[tv writers in 2021] ok so we have already done the trump episodd how about we so a covid episode and then uhhh idk the dune episode haha,1467369314374193153,1375931994954153987
7740,7740,en,False,0,0,1,0,2021-12-03T10:17:26.000Z,Yay watching dune on Monday excited lol,1466713176213377027,1203952134456147968
3939,3939,en,False,0,2,0,0,2021-12-05T01:36:31.000Z,"Dune was amazing but holy crap it needs subtitles
Can't tell if it was the audio balancing with the music or the actors trying to speak through their costumes/prosthetics, etc but some lines are barely audible, Bill Skarsgård in particular.",1467306861061816321,20142311
3791,3791,en,False,2,0,12,0,2021-12-05T03:00:04.000Z,"Some actions have an end but no beginning; some begin but do not end. It all depends upon where the observer is standing.
- Frank Herbert, Dune",1467327885023215617,1127650908509065216
811,811,en,False,0,0,5,0,2021-12-06T16:14:11.000Z,The ornithopters from dune are so interesting I just had to model one. Thinking maybe a low res ps1 style remake of one of the scene from the movie https://t.co/mzJJktdABM,1467890119092883464,1343717344615530496
6410,6410,en,False,0,0,2,0,2021-12-03T23:27:54.000Z,Watching #Dune🍿 https://t.co/WRWlHatzBd,1466912105232224263,798672913897521152
6889,6889,en,False,0,0,1,0,2021-12-03T18:56:09.000Z,When your wife gets CHILDREN OF DUNE on audible https://t.co/IeTzR9kzfw https://t.co/vTs4C6eniV,1466843718363844621,1273908059602124804
6084,6084,en,False,0,0,0,0,2021-12-04T02:41:01.000Z,"Before the Cameras Even Roll, “A Movie Lives or Dies by Casting” https://t.co/jUsFeg1Y26",1466960705719083010,1360057250455445505
4698,4698,en,False,0,1,11,0,2021-12-04T18:41:42.000Z,Finally seeing DUNE today - in IMAX!,1467202468350242821,391013693
4571,4571,en,False,1,0,4,0,2021-12-04T20:00:46.000Z,".@PeterBradshaw1's description of the new #Dune as ""TE Lawrence’s imperious version of The Phantom Menace"" is bang on. Not since Arrival (by the same director) have I been treated to such a stylish and awe-inspiring SF film. ⭐️⭐️⭐️⭐️⭐️ https://t.co/DdiOX0a00D",1467222365654421504,501178860
4675,4675,en,False,0,1,1,0,2021-12-04T19:02:45.000Z,"Just watched Dune.
Fantastic Sets and Costumes
Brilliant Cinematography and Visuals FX
Great Cast
But Confusing as fuck.  
Understood the whole chosen one stuff, but the voice, imperium, betrayal plot twist and a buncha other stuff made ZERO sense to me
#Dune #movie #Review",1467207768079839239,1518869850
8573,8573,en,False,0,0,0,0,2021-12-03T01:16:59.000Z,I'm so relieved to know this isn't just me. I saw Dune recently and the combination of sounds that hurt my ears and whispered dialogue I couldn't decipher was A LOT. It made me feel like maybe I'm just getting too hard of hearing to enjoy going to the movies anymore https://t.co/SdkQ5qaZT1,1466577168297869314,2229105008
4357,4357,en,False,0,0,2,0,2021-12-04T21:57:04.000Z,"Much as the original #Dune #movie  was a bit 'Flash Gordon', on reflection I'd much rather watch it than this ersatz emo monochrome version which offers grand cinematic vistas, but non memorable characters, misses all the best lines, and doesn't tell a story  #DuneMovie #Dune2021 https://t.co/WZwyU5nIC2",1467251632429834241,574012099
8137,8137,en,False,0,0,0,0,2021-12-03T05:21:47.000Z,"Zack Snyder's Justice League
Dune
No Time To Die https://t.co/HlJE3olDgA",1466638776717901835,72481094
3395,3395,en,False,1,1,4,0,2021-12-05T07:12:44.000Z,Saw #Dune last night..absolutely loved it…cannot wait for the next part.. #anticipation #Movies https://t.co/cpDE3FrZpQ,1467391472622178311,313845173
2224,2224,en,False,0,1,1,0,2021-12-05T21:27:29.000Z,I’m not gonna pretend that I understand David Lynch’s version of Dune to be honest with you,1467606577830105090,1412072803118063616
345,345,en,False,0,1,4,0,2021-12-06T20:56:35.000Z,Dune was so sick,1467961190101905410,2464755134
8617,8617,en,False,2,0,10,0,2021-12-03T01:01:20.000Z,"Dune is up for 10 awards…
https://t.co/K134Ga7wJF",1466573230966140929,118225702
5780,5780,en,False,0,0,1,0,2021-12-04T05:37:40.000Z,acho brabo o supla no dune do david lynch https://t.co/ducugAIk9I,1467005160476000256,1453747965475045383
5559,5559,en,False,0,1,0,0,2021-12-04T08:13:26.000Z,"A few issues I have: 

Green Knight is better than Dune is better than First Cow is better than Nomadland is better than French Dispatch is better than Zola is better than Pig is better than The Card Counter?

https://t.co/oUArpf5vmI https://t.co/qOO37TYdJ7",1467044359828905987,377746585
7240,7240,en,False,0,0,0,0,2021-12-03T15:35:34.000Z,"#IDPWD #BrightestMoonJin #WELvWSW #Greens #SpotifyWrapped #Seoul #StanGrant #seokjin #Dune
#Auba #coorey #WillBrown #FairWorkCommission
#CraigKelly #davesharma #Rachelle
Spotify
https://t.co/839wcAFKrj",1466793239201996808,1463225403330359302
5032,5032,en,False,0,2,13,0,2021-12-04T15:05:36.000Z,"Listening to the Dune soundtrack on the District line, imagining being inside a sandworm https://t.co/cu6U4ryY4P",1467148085172264968,380314518
4538,4538,en,False,0,0,2,0,2021-12-04T20:18:12.000Z,me reading children of dune https://t.co/FglBJTFghi,1467226754259562500,1663868946
1697,1697,en,False,0,0,2,0,2021-12-06T02:47:56.000Z,"No but— have you watched Dune? Please, I didn’t expect it to be so good, but omg, it was so good and Oscar Isaac was so hot https://t.co/ivbktKimyY",1467687219246809091,1467616430724104201
2942,2942,en,False,1,0,8,1,2021-12-05T13:42:48.000Z,stalked her and she posts her interviews (most of them maybe I can't tell with the others but anyway) the same day she interviews the celebs like for dune and last night in soho so 😭 https://t.co/1jn5yZN2Wb,1467489634666303488,1455061045974761472
3676,3676,en,False,0,0,6,0,2021-12-05T04:11:00.000Z,yeah the dune soundtrack is good but have y’all ever listened to fatboy slim,1467345738224996353,17616768
566,566,en,False,0,0,0,0,2021-12-06T18:45:02.000Z,"This Lexus ROV Concept dune buggy has an ICE engine running on hydrogen
https://t.co/ixgGrb7Yqs",1467928082384179203,869233711237263360
6222,6222,en,False,1,2,8,0,2021-12-04T01:14:00.000Z,this is what i think the sand worm from dune sounds like when he has a little snack https://t.co/izxymRVxoz,1466938806452596738,1115608817989849088
329,329,en,False,1,0,62,0,2021-12-06T21:09:40.000Z,all i could think of when that scene came up in Dune https://t.co/JhUxMFDvN3,1467964480051040258,2219142391
4440,4440,en,False,0,0,0,0,2021-12-04T21:16:46.000Z,; the fact that none of the major bookstores around my town have a copy of ‘children of dune’ is very rude.,1467241491181580300,970254228190048256
2125,2125,en,False,0,0,4,0,2021-12-05T22:17:12.000Z,"i can assure my followers that i will not be turning into a dune stan account , you can sleep peacefully",1467619087421480961,766307991385698304
7188,7188,en,False,2,36,61,1,2021-12-03T16:00:02.000Z,"DUNE premiered in Washington, D.C. on this day in 1984. Director David Lynch has said he considers this movie the only real failure of his career. What did you make of it? - Mike https://t.co/O4SdD6vQEe",1466799398034153477,37403964
8359,8359,en,False,0,0,0,0,2021-12-03T02:55:03.000Z,timothee chalamet is so fucking hot and i never thought i would ever say that but after dune 🚶‍♀️🚶‍♀️ LEWD 😩😩😩😩 THE BOX HAND SCENE HOLT SHIT,1466601849943826435,1455455806028083201
5849,5849,en,False,0,1,0,0,2021-12-04T04:49:41.000Z,"⚠️ late-series Dune spoilers

Dune has some of the best power creep ever

The Honored Matres (and everyone that comes back from the scattering really) baseline is a level of militancy even the Fremen couldn’t have competed with if they were still a thing Post-God Emperor",1466993086442180608,3352266490
5460,5460,en,False,0,0,0,0,2021-12-04T09:37:04.000Z,Just played: Creosote Bush - Sutcliffe Catering Co. - DUNE DRIFT 2 (Topaz),1467065407051902977,211291588
3307,3307,en,False,0,0,6,0,2021-12-05T08:14:19.000Z,"Sorry Dune, but THAT'S how you announce a Part One. https://t.co/WkHf5YWk3u",1467406971372462080,26895187
8166,8166,en,False,0,0,0,0,2021-12-03T05:02:22.000Z,"1. No Time to Die
2. Zack Synder’s Justice League
3. Dune https://t.co/cn0kYQuzQc",1466633890022322177,1314888219083767808
1847,1847,en,False,0,0,0,0,2021-12-06T00:57:37.000Z,Straight Outta Dune,1467659461166723076,872271238651154433
3703,3703,en,False,0,0,0,0,2021-12-05T03:53:12.000Z,ending of dune messiah is just…,1467341258301526021,3433401220
8687,8687,en,False,0,0,0,0,2021-12-03T00:29:06.000Z,"1. Zack Snyders Justice League.
2. Dune.  
3. The Last Duel - No Time to Die. https://t.co/LJBWBZSLfs",1466565118636924945,381312237
7682,7682,en,False,0,1,6,0,2021-12-03T11:04:38.000Z,Just saw Dune. Oscar Isaac do be spittin 💀💀💀✋🏼,1466725056256479233,1243416375499972622
2123,2123,en,False,0,0,0,0,2021-12-05T22:18:01.000Z,"Dammmn dune whitewashed the Middle East that’s tough 

I see what you doing Dennis 😔 https://t.co/GwvJjGI1U6",1467619293139324929,1378936616031461379
8159,8159,en,False,0,0,5,0,2021-12-03T05:08:42.000Z,"no i haven’t watched dune i’ve been too busy rewatching an actual cinematic masterpiece, Sex and the City 2",1466635481072816129,1223260794
2096,2096,en,False,3,0,2,0,2021-12-05T22:28:03.000Z,"Get  your local 7 day weather forecast with our app... ⛈️

https://t.co/Xps7QUbQcA

#Weather #WeatherReport #WeatherForecast #WeatherWarning #WeatherWatchers #WX #tech #Android #Chromebook #Chrome #MicrosoftEdge #MicrosoftEDU #Google #Apps #appsec #schools #Students #homeschool",1467621820232839169,1364688209188450304
1444,1444,en,False,0,0,2,0,2021-12-06T05:36:25.000Z,Dune was based on a dream I had where the premise was “what if sand but spicy”,1467729620040564739,128698266
5737,5737,en,False,2,7,118,0,2021-12-04T06:06:03.000Z,I finally saw DUNE. Oh man. https://t.co/h6Ers2oAAt,1467012304872951809,15879709
5469,5469,en,False,2,0,3,0,2021-12-04T09:29:26.000Z,my life is now split into two parts; who i was before reading god emperor of dune and who i am after reading god emperor of dune,1467063484793823236,3293793331
3501,3501,en,False,0,0,3,0,2021-12-05T05:51:33.000Z,Ok dune was fucking sick,1467371043790602243,766058878958264320
3396,3396,en,False,0,1,2,0,2021-12-05T07:12:21.000Z,esta chida dune 1 por timothee 2 el worldbulding 3 timothee 4 zendaya,1467391376912367616,1370176980046385154
8038,8038,en,False,8,1,193,0,2021-12-03T06:41:54.000Z,liked how the first hour and a half of dune was kinda like a space vibe movie,1466658938695286784,2461150645
6524,6524,en,False,0,0,2,0,2021-12-03T22:28:51.000Z,This is how #cats bend the space-time continuum.  #DuneMovie #Dune https://t.co/tfOpOYwYDX,1466897243554861069,16378751
1573,1573,en,False,0,0,0,0,2021-12-06T03:58:11.000Z,"Busty doll shawna lenee enjoys a hard cock fucking
https://t.co/EEPQWRXgx8        

Busty Doll Shawna Lenee bénéficie d'une bite dure baise
https://t.co/RcssDzHImy

#Bigtits #Blonde #Blowjob #Cumshots #Handjob #Hardcore #LargeCock #NiceAss",1467704898611564551,1360647655454617602
5554,5554,en,False,0,0,0,0,2021-12-04T08:15:10.000Z,Watched Dune last night at the moovies - enjoyed it. Looking forward to part two.,1467044797739200513,1408582199553642498
4095,4095,en,False,0,1,11,0,2021-12-05T00:09:32.000Z,watching Dune         reading Dune https://t.co/fszVelo2f3,1467284969512861696,1246602969090412544
8154,8154,en,False,0,0,0,0,2021-12-03T05:13:44.000Z,"(Denis Villeneuve Drew Storyboards For Dune As A Teen, As a result of Of Course He Did)
https://t.co/3JWSM2bEI5

&amp;#822 ... 
#MovieAndTrailerLand #movie #movies #celebrity #celebrities #celebritygossip #dance #fashion #hollywood #music #nightlife #netflix #luxury #news #trailer https://t.co/gyeDyk7USY",1466636750483251201,1456422370412007430
5885,5885,en,False,5,4,48,0,2021-12-04T04:28:36.000Z,I miss the old days (6 weeks ago) when all tweets were about Dune worm,1466987780869967874,853769092100182016
658,658,en,False,0,1,1,0,2021-12-06T17:37:47.000Z,I call Lynch's Dune Alia because it's an abomination 👉😎👉 https://t.co/w8ag9txebV,1467911159495872516,1267191712352366592
2249,2249,en,False,0,0,21,0,2021-12-05T21:08:05.000Z,Looked like a total nerd with my popcorn-drink-ice-cream combo watching DUNE by myself in the front row of the cinema on a Saturday night and it was heaven.,1467601695282647040,192754691
4182,4182,en,False,0,0,2,0,2021-12-04T23:29:49.000Z,"""Bitterness I understand, but let us not rail about justice as long as we have arms and the freedom to use them."" - Frank Herbert, Dune",1467274974755016712,1290455261723996162
3268,3268,en,False,0,0,0,1,2021-12-05T08:49:29.000Z,Help i stayed up late and watched the new Dune again.,1467415819164557319,2358931890
7235,7235,en,False,0,0,0,0,2021-12-03T15:37:00.000Z,"#IDPWD #BrightestMoonJin #WELvWSW #Greens #SpotifyWrapped #Seoul #StanGrant #seokjin #Dune
#Auba #coorey #WillBrown #FairWorkCommission
#CraigKelly #davesharma #Rachelle
CRYPTO LOGO
https://t.co/Ntx7CQmxts",1466793598997827585,1463225403330359302
1213,1213,en,False,0,1,8,0,2021-12-06T09:57:39.000Z,Feeling guilty about combining inner city living with the undeniable urge to bellow the “hyuuuhuuuuuuaaaaa-yaaaaaaaaah” from Dune every 2 to 3 minutes,1467795361955606528,618653781
6162,6162,en,False,0,0,5,0,2021-12-04T02:00:04.000Z,"I enjoyed Dune way more the 2nd time around. Intense in the OMNIMAX. I don't recommend the dome for any first time watch of a movie, but rendering a rewatch as a 200 degree hallucination is fun. https://t.co/VR16m1DYow",1466950400888692739,758472452901052416
511,511,en,False,1,0,0,0,2021-12-06T19:17:17.000Z,"That was a tedious process 🤔 - #Dune Was Shot on #ALEXA LF, Transferred to #35mm #Film, Then Scanned Back to #Digital https://t.co/Etc8lAf2tm via @Y_M_Cinema",1467936200979853321,16873989
6245,6245,en,False,0,1,0,0,2021-12-04T01:03:37.000Z,Dune is such a damn good movie,1466936194848235521,1155730765143040002
1942,1942,en,False,0,0,0,0,2021-12-06T00:02:54.000Z,Dune was a good movie can't wait for part 2.,1467645688326545408,358493389
7039,7039,en,False,0,1,71,0,2021-12-03T17:22:53.000Z,I'm really enjoying the book Dune but sometimes I'll be reading it and be like ah yes this most definitely was written in the 1960s,1466820245902004225,1403129251
2964,2964,en,False,0,1,18,0,2021-12-05T13:25:24.000Z,"Really enjoyed the Merthyr Mawr Pudding Run. Brutal start running up the ""big dipper"" dune but a fantastic mix of dunes, trail and a glorious section along the beach in the winter sunshine! Pleased the stream was fairly dry! https://t.co/1N4xvcf7F1",1467485255061970946,18739846
5563,5563,en,False,0,0,5,1,2021-12-04T08:11:49.000Z,Off to see dune https://t.co/aGbqC1oAhy,1467043951760658435,88119674
5434,5434,en,False,0,0,0,0,2021-12-04T09:55:01.000Z,The latest DIY Film School Daily Rundown! https://t.co/SIMuhN3Jdg Thanks to @nofilmschool #spencer #dune,1467069926213132290,898231168059006977
33,33,en,False,0,0,1,0,2021-12-06T23:35:01.000Z,The Grinch driving a dune buggy at the Seal Beach X-mas Parade! https://t.co/s6pDN0WZPL,1468001061432700933,45729264
6103,6103,en,False,0,0,0,0,2021-12-04T02:30:02.000Z,"Attention Little Women And Chalamates, There’s A Public Timothée Chalamet Mural In Melbourne https://t.co/LyTAEMhFw7 😎",1466957939005026305,728423467029123072
416,416,en,False,0,0,0,0,2021-12-06T20:16:34.000Z,It's taken until my fifth viewing to watch #Dune in #IMAX. @ Cinemark Tinseltown USA and IMAX https://t.co/NogQNREXS4,1467951118298882049,338034868
4657,4657,en,False,0,0,0,0,2021-12-04T19:16:18.000Z,i liked dune but if it’s better than the new matrix i will be profoundly disappointed https://t.co/uvJZTRXeMP,1467211176002023425,305300988
4926,4926,en,False,0,0,2,0,2021-12-04T16:20:49.000Z,Dune (2021): The Archetype for Modern Sci-Fi https://t.co/dP0cyJLMoi via @FourStarFilmFan,1467167012929646597,490487662
6404,6404,en,False,0,0,0,0,2021-12-03T23:32:32.000Z,Dune is every bit as amazing as the first time I saw it,1466913273194950658,554744943
7763,7763,en,False,0,0,1,0,2021-12-03T10:02:16.000Z,Watched dune,1466709361724571650,1091326635826016256
1034,1034,en,False,2,0,2,0,2021-12-06T13:04:44.000Z,The Washington DC Area Film Critics Association's 2021 Winners: https://t.co/kTXlnxjWOJ #Belfast #Thepowerofthedog #Dune #TickTickBoom #FilmTwitter #KingRichard #Mass,1467842444872007681,1608850632
7170,7170,en,False,0,0,2,0,2021-12-03T16:07:46.000Z,Un like y leo Dune,1466801340747853832,1912458211
4762,4762,en,False,0,0,0,0,2021-12-04T18:05:04.000Z,La la land dune and interstellar https://t.co/QW3sRQVgfv,1467193247860670467,1395189735455346698
5523,5523,en,False,0,1,0,0,2021-12-04T08:43:32.000Z,Watching the David Lynch version of Dune and 45 minutes in I have no fucking idea what's going on.,1467051934834036737,318316889
4209,4209,en,True,0,0,0,0,2021-12-04T23:14:14.000Z,Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/5N5sZ4MTYx #findyourthing #redbubble #Dune #Zendaya #TimotheeChalamet,1467271053412126720,2592501210
7526,7526,en,False,0,0,5,0,2021-12-03T12:48:03.000Z,Cozy morning reading of Dune chapter 6~ https://t.co/I2PsnKkA5v,1466751081476726784,3035344661
8470,8470,en,False,0,0,0,0,2021-12-03T02:03:34.000Z,Ridley Scott Says He Quit Dune Because He Didn’t Want to Shoot in Mexico City https://t.co/dGsvb63ani,1466588890630803457,1217318785868337153
7834,7834,en,False,0,0,0,0,2021-12-03T09:02:06.000Z,"Was i suppose to know that he got this from Dune
https://t.co/GeDZd8eNEm",1466694218785509377,2477972718
2932,2932,en,False,0,2,9,0,2021-12-05T13:46:36.000Z,I also finished Dune Messiah the other day and want to thank Frank Herbert for taking on board my feedback about the first book being over the top wish fulfillment and going in /completely/ the opposite direction AND shitting on the first book at the same time.,1467490593777815557,1188163695840546818
698,698,en,False,0,1,1,0,2021-12-06T17:13:08.000Z,"I saw #Dune yesterday in iMax. The hype  is real. Enjoyed everything from visuals to story, costumes, soundtrack, acting. Really good all around",1467904956250398722,3078778925
4087,4087,en,False,0,0,2,0,2021-12-05T00:12:32.000Z,Frank Herbert Dune 1965 Chilton first edition  Not Book Club Exlibrary  https://t.co/5jxier1THd   📚 https://t.co/Y2jf2jWAxG,1467285726421204995,863048625294888961
3053,3053,en,False,0,0,1,0,2021-12-05T12:06:03.000Z,[pe blog] O’Reilly Media: “Frank Herbert: Chapter 5: Rogue Gods” – https://t.co/3iU48Y373X #book #dune #links #science,1467465287117246464,115468520
369,369,en,False,0,2,7,0,2021-12-06T20:44:04.000Z,sam lent me a copy of Dune (he has several) and im so happy just owning it. something so so immensely powerful about an old yellowing paperback of Dune.,1467958037801410562,2418733015
2761,2761,en,False,0,6,4,0,2021-12-05T15:57:53.000Z,Anyone seen Dune (2021)?! Gimme your thoughts without spoilers,1467523629994979333,1381374652539412482
1936,1936,en,False,0,0,2,0,2021-12-06T00:04:46.000Z,"Can't sleep, only logical thing is to create a list of board games to aquire, any recommendations? 
This far I've got games like Oath, Root, and Dune on the list.

Open to all sorts of suggestions!",1467646160458366977,1092157916759687169
4642,4642,en,False,0,3,6,0,2021-12-04T19:27:07.000Z,eating at a dune which is better than watching the movie,1467213897295806468,134619050
4508,4508,en,False,0,1,4,0,2021-12-04T20:36:54.000Z,my school did a screening of dune and denis showed up yup exactly,1467231459253514243,1228626973133606912
897,897,en,False,0,0,0,0,2021-12-06T14:56:41.000Z,My ★★★ review of Dune (2021) on @letterboxd: https://t.co/d9fHm1YWnj,1467870616137211911,1321267537166946307
1221,1221,en,False,0,0,1,0,2021-12-06T09:50:40.000Z,DUNE WAS SO GOOD BRO!!! @dunemovie @RealChalamet,1467793604659724289,1006090516822253569
3257,3257,en,False,0,2,1,0,2021-12-05T09:02:14.000Z,I am going to take a 2 hour drive to see Dune in IMAX. https://t.co/pl24asQ6fW,1467419027160977410,1238761964626538496
7665,7665,en,False,0,1,2,0,2021-12-03T11:16:18.000Z,My plan is to take a break from uni. Work. editing and bereavement brain fog. 🧠 🌫Husband and I will be heading off for a lunchtime showing of #Dune.  First cinema outing in nearly 2 years. Could do with some escapism. 🏜 🎞 📽 🤗 https://t.co/J27jiAtmSy,1466727990566531077,47434629
740,740,en,False,0,0,0,0,2021-12-06T16:55:12.000Z,"#Dune 2021 movie review - NEGROMANCER 2.0: Review: 2021 ""DUNE "" is Both Tremendous and Tedious https://t.co/jEnras0zcz",1467900443271614465,311219545
8389,8389,en,False,0,0,0,0,2021-12-03T02:43:39.000Z,"Plant medicine plus passion in this non-stop, steamy, and tropical adventure. A struggling photographer, Thelma searches for
 
by #charlotte_dune 
get it now  https://t.co/KeeK0oEMoD
https://t.co/ZvdrYScNCZ
pls RT 
#bookboost 
#iartg 
#asmsg https://t.co/Gw9D2VZGmU",1466598981119717380,818379037370437632
3468,3468,en,False,0,0,0,0,2021-12-05T06:18:09.000Z,"Dune goes for two and a half hours and not much actually happens, but it’s somehow engaging enough to never feel boring. 

Also, considering how much of the marketing for it focuses on Zendaya, it’s weird how little she’s in it.",1467377735274139648,22351190
256,256,en,False,0,0,0,0,2021-12-06T21:42:38.000Z,"Finally got to watch #Dune. Great world-building, atmosphere, and overall design. The film doesn't have a real conclusion nor a worthy ""finale"" to cap off the chapter... but it leaves you wanting MORE. Can't wait for part 2.

#recommendations #halloween2021

Art: Greg Ruth https://t.co/stVnYhoskh",1467972776778629120,1398003446251458561
7005,7005,en,False,0,0,2,0,2021-12-03T17:41:15.000Z,Dune tonite,1466824868113100800,1072282055524925441
3726,3726,en,False,0,0,2,0,2021-12-05T03:38:52.000Z,"I just read all 617 pages of Dune because I wanted to know what happened after the movie’s random, blunt, unsatisfying end only to be left with yet another random, blunt and unsatisfyingly blunt end!! Frank, why?!",1467337650155704321,998763800
5325,5325,en,False,0,0,0,0,2021-12-04T11:09:50.000Z,"Oh yeah I missed some stuff, I was out watching dune at the movies",1467088751151104000,1181403396332388352
2827,2827,en,False,0,0,0,0,2021-12-05T15:11:44.000Z,"Featured Art of the Day: ""over the dune"". Buy it at: https://t.co/du1dHxUuu3 https://t.co/hn0ArCpwcO",1467512015317045255,1381945898004062216
2705,2705,en,False,5,7,43,0,2021-12-05T16:30:58.000Z,"Watched DUNE part 1 and saw zero vacuum cleaners (or did I miss?), can’t  believe they didn’t address how they keep indoors clean of dust on a planet made of sand. world building and such.",1467531955944235011,13163012
7067,7067,en,False,3,0,47,0,2021-12-03T17:07:12.000Z,"seth rogen is joe rogan's grandson

oscar wilde’s last name rhymes with tilde

advent is short for advanced ventriloquy

ant man is short for anthony men

all wes anderson films are documentaries

halle berry is short for hallelujah berries

space jams 1–2 are prequels to dune",1466816297887416323,16130998
7945,7945,en,False,0,1,1,0,2021-12-03T07:48:26.000Z,About to watch Dune at the moovies. Anyone seen it yet and care to give me a shout out?,1466675681488633859,1408582199553642498
555,555,en,True,0,0,0,0,2021-12-06T18:51:16.000Z,Why am I obsessed with Timothée Chalamet all the sudden? He just did such a good job in Dune and he’s too cute 😭❤️ https://t.co/dKBmhPNWKt,1467929653784547330,1398791883724316672
3143,3143,en,False,1,2,6,0,2021-12-05T10:43:00.000Z,"The Dune series is on Kindle daily deal today! You do need up to God Emperor, at least, so that you can enjoy the memes. They're next level.",1467444385793126401,65371887
1309,1309,en,False,0,1,5,0,2021-12-06T07:59:59.000Z,"To say that this day has both blown and sucked is an understatement. 

To reward myself for enduring without screaming at people, I’m watching #Dune. 

If anyone talks during the film, direct the police to here.",1467765749062135809,613584316
3120,3120,en,False,0,0,8,0,2021-12-05T11:02:13.000Z,damn they made a dune album now? https://t.co/xE0c2k6ZTV,1467449224287637508,1140672492220162052
2543,2543,en,False,0,0,0,0,2021-12-05T18:19:00.000Z,"Dune: What Happened To Caladan After House Atreides Left For
Arrakis
👉Promote With Us👉https://t.co/I8ApDihRcs https://t.co/ln37apbCSE",1467559145222062083,349796740
6490,6490,en,False,0,0,3,0,2021-12-03T22:46:06.000Z,"Legendary composer @HansZimmer is responsible for some of the most iconic scores of all time. Here, he discusses his latest work on #DUNE and #NoTimeToDie for @Variety. #StandCreative https://t.co/5U4AzvDG2F",1466901585011773441,244173104
4611,4611,en,False,0,4,20,1,2021-12-04T19:41:37.000Z,"Omg, the original Dune movie is on Netflix?!",1467217545778372613,20370009
1604,1604,en,False,0,0,1,0,2021-12-06T03:42:43.000Z,"Pete Dune about to get renamed Jason Todd

#NXTWarGames",1467701006796529672,355814383
6865,6865,en,False,0,0,0,0,2021-12-03T19:09:57.000Z,"Happy #OneBeerFriday

- @GaryDolphin joins The Grum!

-  Friday Friend @HuskerExtraCB 

- Did John &amp; Nick watch Dune for Kent's Movie Club?

Today’s lineup is powered by the Rooferres at John Higgins Weatherguard! https://t.co/p9MrgOrSfz",1466847191008522252,631329226
1792,1792,en,False,0,0,0,0,2021-12-06T01:32:25.000Z,"him: hey bby, can i come over?
me: no sorry i’m reading 1965 science fiction novel by American author Frank Herbert, Dune",1467668216478461956,1286429973192929281
1211,1211,en,False,0,0,0,0,2021-12-06T10:00:05.000Z,"Dune (1984) is reminiscent of post-painterly abstraction, if you think about it easily.",1467795973703278592,1453127405317595141
