,Unnamed: 0,lang,sensitive,retweet,reply,likes,quote,created,text,id,author_id
3621,3621,en,False,0,0,0,0,2021-12-05T04:41:14.000Z,"Dune (2021) - Read 163 Movie Reviews 
Link: https://t.co/1wwdpQlqat 
#Dune #MovieReviews",1467353346176602114,4228094679
4410,4410,en,False,2,0,8,0,2021-12-04T21:31:59.000Z,From r/dune https://t.co/8BEOpk384o,1467245323303014400,7603032
2520,2520,en,False,0,0,0,0,2021-12-05T18:30:05.000Z,"Who's seen Dennis Villeneuve's Dune adaptation? 

Highly recommend for those that enjoy quality sci-fi. https://t.co/QTgqmihDoI",1467561934178463753,1370122027969957889
2604,2604,en,False,0,0,0,0,2021-12-05T17:36:56.000Z,"I loved Dune and of course @HansZimmer captures the essence of the landscape, the sounds of the unearthly beings, the intensity. Then I watch The Power of the Dog and see that @JnnyG has captured the era, the solitude, the nervous energy. Hats off to you both. Stunning work. ✨",1467548557825789959,3176663669
4525,4525,en,False,0,2,3,0,2021-12-04T20:28:44.000Z,"So, is the second part of Dune going to be called Deuxne?",1467229404006957057,20046518
8353,8353,en,False,0,0,1,0,2021-12-03T02:57:50.000Z,"2021 Sunset Circle Awards

@SunsetAwards #Dune #SCAwards 

https://t.co/yiIrJfVTv6",1466602548643594244,977360065651863553
6102,6102,en,False,0,0,2,0,2021-12-04T02:30:08.000Z,"ICYMI
🚨ALERT🚨
#Statoversians, several of @Todd_McFarlane's SICK #DuneMovie
&amp; #dccomics Darkfather #actionfigures are NOW as low as $12.99 via #Primeday!

#Holiday #GamersUnite
TSO'VIN!!
Main
https://t.co/qE6dKZIUU7
DarkFather
https://t.co/Rah4vCCnQU
Dune
https://t.co/zyr0ThgqBG https://t.co/3NwQZ39utN https://t.co/1ZzD7KSHPE",1466957967509520384,902658745385095168
6070,6070,en,False,0,0,9,0,2021-12-04T02:50:00.000Z,"Working on designing a garden in 100% fine sand. It's exciting looking at the plant possibilities. I'm so used to working in clay. We'll have increased density knowing the plants won't grow as tall or wide, but they should reseed well. Prairie up -- dune style.",1466962967287803907,77875102
2179,2179,en,False,0,0,1,1,2021-12-05T21:51:43.000Z,ok admins going to watch dune in the cinema rn!! i’ll be back later &lt;33 lets hope she sees the nwh trailer!!,1467612677920989186,1388200756914819074
3053,3053,en,False,0,0,1,0,2021-12-05T12:06:03.000Z,[pe blog] O’Reilly Media: “Frank Herbert: Chapter 5: Rogue Gods” – https://t.co/3iU48Y373X #book #dune #links #science,1467465287117246464,115468520
7312,7312,en,False,2,4,31,0,2021-12-03T14:49:22.000Z,"telltale games presents dune

things I wish would happen",1466781611979161612,1072869038785748992
1662,1662,en,False,0,0,0,0,2021-12-06T03:08:35.000Z,"Off to see DUNE again, this time in Atmos. It's a bit of a trip to get to the only cinemas nearby that have it. I'm excited! https://t.co/gxliYlNuvH",1467692417964920832,2808758792
4858,4858,en,False,0,0,0,0,2021-12-04T17:08:04.000Z,Enjoyed Dune so much I’m rereading the 1st book. Remembering again why this is one of my fav sci-fi’s.,1467178905844989956,1342492718501683202
8005,8005,en,False,0,0,13,0,2021-12-03T07:04:58.000Z,"#NowWatching Dune (1st viewing)

Directed by: Denis Villeneuve 
Written by: Denis Villeneuve, Jon Spaihts, Eric Roth
Cinematography by: Greig Fraser
Edited by: Joe Walker

Time to get Dune-pilled, baby https://t.co/LkoJ0drf5b",1466664741212868608,825899570706014208
1146,1146,en,False,0,2,2,0,2021-12-06T11:16:52.000Z,"Hans Zimmer will probably win an Oscar for DUNE (a nomination is almost certain), but I wish he received a nomination for WONDER WOMAN 1984, which in my humble opinion is one of the best melodic scores he has ever written. 

#HansZimmer #WonderWoman 1984",1467815298246053895,796350013379112960
4331,4331,en,False,1,0,5,0,2021-12-04T22:06:23.000Z,Same vibes his smile awwwww #DenisVilleneuve #TimothéeChalamet #dune premiere 🥰🥰🥰🥰🥺🤏🥺🔥 https://t.co/H6hvappWOP,1467253981034467333,99357683
1766,1766,en,False,0,0,2,0,2021-12-06T01:58:47.000Z,"o villeneuve garantindo seu lugarzinho no oscar

My ★★★★½ review of Dune on Letterboxd https://t.co/or2CGjYLEG",1467674853884973056,1000410105865756672
6049,6049,en,False,0,0,0,0,2021-12-04T02:57:54.000Z,i just had a nice little conversation with my friend about Dune and it made me happy,1466964954800611329,976206675588894726
4947,4947,en,False,0,0,0,0,2021-12-04T16:05:39.000Z,"39 – $3M Dune Book Sale – With Frank Pavich, Soby and Dan Lanigan: https://t.co/Y86ABId2CU @ginge_eth how you Dune?",1467163198239428619,1450924318104371201
7674,7674,en,False,0,0,0,0,2021-12-03T11:10:21.000Z,i think that dunemarchers change is gunna be a lot more significant than people realize but soley in 6v6 gamemodes. half of the dune chains go off of corpses in 6v6s,1466726496987496449,1217618288324370432
1762,1762,en,False,0,1,2,0,2021-12-06T01:59:46.000Z,"Still thinking about DUNE.
Love that the Duke has a weird little spider person as a pet.
Bull’s head",1467675100086341636,1155151591105683457
5563,5563,en,False,0,0,5,1,2021-12-04T08:11:49.000Z,Off to see dune https://t.co/aGbqC1oAhy,1467043951760658435,88119674
6073,6073,en,False,1,0,4,0,2021-12-04T02:49:02.000Z,"Damn…. #DuneMovie,  Sandworm monster is awesome!
But #Eternals this carp! where is damn #GodzillavsKong?! https://t.co/F5QJ6bVy4v",1466962722290024450,543115118
2007,2007,en,False,0,0,2,0,2021-12-05T23:24:55.000Z,Chani. #Dune #DuneMovie #chani #zendaya https://t.co/xr59gs5RBD,1467636128886968331,1328470014874234881
281,281,en,False,0,1,2,0,2021-12-06T21:34:54.000Z,dune has just replaced interstellar as my favorite movie,1467970833285009409,1430714883079876613
6092,6092,en,False,0,0,13,0,2021-12-04T02:36:22.000Z,watching dune and eating cbd gummies with my dad type of friday night I guess,1466959535717949442,276779853
6755,6755,en,False,0,0,0,0,2021-12-03T20:13:02.000Z,"I would love to show you my #listing at 7929 Dune Drive ,Unit 314 Avalon, NJ 08202 #Avalon #NJ  #realestate https://t.co/2KSB92SLFM https://t.co/3b69TWIHsQ",1466863066663075852,1272268975
2736,2736,en,False,1,0,8,0,2021-12-05T16:13:09.000Z,"Your Fairy godmother is here with glitter and crowns, and to talk about Dune 👑🔮🙌 https://t.co/H1oJJFu9IZ",1467527472082305035,119077078
4911,4911,en,False,0,0,1,0,2021-12-04T16:31:29.000Z,Dune is awesome https://t.co/28HCU2IqaB,1467169700547383300,634715906
5747,5747,en,False,0,0,0,0,2021-12-04T05:58:48.000Z,Why Dune's Visual Effects Feel So Different https://t.co/XVuVqLRo4I via @YouTube,1467010478966644738,1139080492551028741
4917,4917,en,False,0,0,0,0,2021-12-04T16:26:09.000Z,Dando play em Dune,1467168356386373634,170149459
3797,3797,en,False,0,0,0,0,2021-12-05T02:57:55.000Z,There's an essay somewhere for an art historian on how Dune was a mannerist revival film.,1467327346457915393,391249013
1054,1054,en,False,0,0,1,0,2021-12-06T12:45:17.000Z,"Went to see Dune, or as I like to call it, 3 hours of gender envy of Timothée",1467837548810567681,1460709059087134723
1608,1608,en,False,10,1,112,2,2021-12-06T03:40:45.000Z,"Weekend #BoxOffice Est. - New Zealand

1. #Dune - $602k
2. #NoTimeToDie #Bond25 - $341k
3. #Venom #LetThereBeCarnage - $238k

Top10 #Movie Results: https://t.co/Fds8cqgnHI https://t.co/LMHClKmRcg",1467700512581558277,3333422778
8624,8624,en,False,0,0,0,0,2021-12-03T00:58:01.000Z,25% Off Storewide @ Dune London AU https://t.co/SJ1GEabqO3,1466572397356584966,1300693697496059904
2119,2119,en,False,0,0,0,0,2021-12-05T22:19:32.000Z,O Jorge vendo Dune com o Henry e dormindo hfidoidkdkdidkdo,1467619677799133184,193689651
2392,2392,en,False,0,1,4,0,2021-12-05T19:48:16.000Z,"Dune II: Battle for Arrakis, 1993.

@Duneemperorpaul https://t.co/ZwCJ23pK3G",1467581610686136321,1157205781
5414,5414,en,False,0,1,31,0,2021-12-04T10:08:00.000Z,seeing dune again tomorrow 🤩,1467073189834489856,1436419638515044354
6028,6028,en,False,0,0,1,0,2021-12-04T03:10:23.000Z,"the ending is a nothingburger. Go see Tick Tick…Boom instead, or enjoy Dune if it’s back on a local IMAX screen. https://t.co/b1rtDnlRw5",1466968094723747844,2718430589
607,607,en,False,0,0,1,0,2021-12-06T18:15:34.000Z,"I rated Dune (2021) - IMDb - 7/10 https://t.co/APOVhnxHn8 
Stunning cinemaphotography and soundtrack. Denis Villeneuve does a great job bringing this complex story to life. It is only half a movie and ends abruptly with the story just getting started.",1467920667588784132,875021508
2914,2914,en,False,0,0,0,0,2021-12-05T14:05:07.000Z,"On page 62 of 884 of Dune, by Frank Herbert https://t.co/p01C6ke4AI",1467495252122648583,709565371947327488
2013,2013,en,False,0,0,0,0,2021-12-05T23:17:45.000Z,Dune [2021] https://t.co/vPRk2Zm5Ue,1467634326766501889,526804114
4616,4616,en,False,0,0,0,0,2021-12-04T19:40:21.000Z,Trying to watch Dune for a 3rd time.,1467217229838262283,198896010
7443,7443,en,False,0,1,0,0,2021-12-03T13:32:25.000Z,can watch Dune from the comfort of my ipad omg…? https://t.co/Tpl6MLTh9D,1466762247485607938,1372226540
7476,7476,en,False,0,1,1,0,2021-12-03T13:12:32.000Z,Torn between Eternals or Dune?,1466757243383455750,69519494
3988,3988,en,False,1,1,4,0,2021-12-05T01:02:44.000Z,"Between this and DUNE, a golden time for stealth “Part One” movies. Let’s, as they say, go! https://t.co/uNRlpsFMCd",1467298358213627910,238303464
4069,4069,en,False,0,0,7,0,2021-12-05T00:19:08.000Z,"Ok so my company sent out a free Cineplex movie rental to everyone for the Holidays.  

I just checked and #Dune is available.

FREE SPICE!! LET'S GO!!!! https://t.co/a9LHVGjjqF",1467287385754849282,720627248383057921
4579,4579,en,False,0,0,0,0,2021-12-04T19:57:26.000Z,"My Fan Art for Dune Movie

#DuneMovie 
#shotoniphone 6s https://t.co/KFMmBjs3aR",1467221525950517250,754006100031238144
838,838,en,False,0,0,2,0,2021-12-06T15:49:51.000Z,I saw the Beatles Get Back over the weekend. Watching it felt like watching Dune without reading the books. Enjoyment of the movie may be impacted by how familiar you are with the lore and backstory of the characters involved. https://t.co/30Rn3lqpUK,1467883997229469697,760798958
1795,1795,en,False,0,0,0,0,2021-12-06T01:31:18.000Z,There’s a alternative universe out there where Timothèe Chalamet is Spider-Man and Tom Holland did dune and I don’t want to think about it cause the way things worked out is perfect for both now lmao,1467667935283924994,213652415
3115,3115,en,False,0,0,1,0,2021-12-05T11:05:03.000Z,"The new #DuneMovie did not disappoint. Pleased with how the ships and weapons turned out. Cool scenes shot in Norway. Not too sure about Edward Scissorhands, though.",1467449936795082755,11847162
8665,8665,en,True,0,0,0,0,2021-12-03T00:40:36.000Z,Good Evening Everyone! How 'U' dune'? https://t.co/q78rETHgPd,1466568013100896256,15541617
6123,6123,en,False,1,0,1,0,2021-12-04T02:18:41.000Z,"Dune finally landed in 🇦🇺, just walked out of the showing! I loved it. Loved, loved, loved, loved it #dune #fearisthemindkiller",1466955085578006533,1492036789
5584,5584,en,False,0,0,0,0,2021-12-04T08:00:25.000Z,"I tried to like Dune. The production design is fantastic and its universe is epic. But it kind of dragged. The pacing was bad, could hardly hear the dialogue above the obnoxiously loud score and the characters robotically boring.",1467041082709983234,259203750
7369,7369,en,False,0,0,0,0,2021-12-03T14:10:58.000Z,"Before the Cameras Even Roll, “A Movie Lives or Dies by Casting” https://t.co/97gMhj4CbH via @thr",1466771950374723588,2544914191
2176,2176,en,False,0,0,0,0,2021-12-05T21:53:09.000Z,House Atreides (Suite) | Dune (Soundtrack) by Hans Zimmer https://t.co/4tiQqeoCPC via @YouTube,1467613037205016579,725061371860279296
5952,5952,en,False,0,0,1,0,2021-12-04T03:56:33.000Z,"Fuck yeah I'm at the movies for the first time in two years!

I'm seeing ""Dune"".",1466979714380169216,103099274
1050,1050,en,False,0,0,0,0,2021-12-06T12:53:12.000Z,how are you gonna call dune “lowkey good” its the best movie released this year,1467839541339901954,2724401212
3410,3410,en,False,0,0,1,0,2021-12-05T07:03:28.000Z,"Now Playing, Herman Dune — Pure Hearts from 1-2-3 Apple Tree #music #Folk",1467389138563440641,259312208
903,903,en,False,0,0,0,0,2021-12-06T14:48:23.000Z,"My bot that tweets a random Dune character everyday (@EveryDune) tweeted 'Stilgar' (played by Javier Bardem  and Everett McGill) twice within two days. 

Not impossible: it's random and there's only about 300 characters for it to choose from. But unlikely. https://t.co/aLYnMLKDbc",1467868526459461640,121846593
4993,4993,en,False,0,0,0,0,2021-12-04T15:31:15.000Z,"""You are important enough to ask and you are blessed enough to receive back.""

- Ian Somerhalder,
Dune (1984)",1467154539845337088,1182353912805740544
83,83,en,False,0,0,0,0,2021-12-06T23:08:14.000Z,"Dune, but everyone's watching you.

D👀n https://t.co/PPXgVlIsXi",1467994317881024513,1566395149
4522,4522,en,False,0,0,0,0,2021-12-04T20:31:35.000Z,I'm watching Dune (2021) https://t.co/DnE7c01JBd #trakt,1467230122705137665,1173723275798700032
3166,3166,en,False,0,1,0,0,2021-12-05T10:23:39.000Z,"“I must not fear. Fear is the mind-killer. Fear is the little-death that brings total obliteration. I will face my fear. I will permit it to pass over me and through me. And when it has gone past I will turn the inner eye to see its path. 

― Frank Herbert, Dune https://t.co/FOzvx0IbzB",1467439519293190144,878771082634948608
